"ID";"TCM_DN";"Rev";"ClientCode";"LastTrn";"LastTrnClient"
"10165";"4355-LZ-VD-CT1113400536 Imported at  03-10-2023 11:08:15";;;"2050-TTMCP-01396";"RLPP-TCPTM-00222"
"10166";"4355-LZ-VD-CT1113400534 Imported at  03-10-2023 11:08:18";;;"2050-TTMCP-01396";"RLPP-TCPTM-00222"
"10167";"4355-LZ-VD-CT1113400537 Imported at  03-10-2023 11:08:19";;;"2050-TTMCP-01396";"RLPP-TCPTM-00222"
"10168";"4355-LZ-VD-CT1113400533 Imported at  03-10-2023 11:08:22";;;"2050-TTMCP-01396";"RLPP-TCPTM-00222"
"10169";"4355-LZ-VD-CT1113400541 Imported at  03-10-2023 11:08:23";;;"2050-TTMCP-01390";"RLPP-TCPTM-00213"
"10170";"4355-LZ-VD-CT1113400530 Imported at  03-10-2023 11:08:25";;;"2050-TTMCP-01401";"RLPP-TCPTM-00222"
"10171";"4355-LZ-VD-CT1113400542 Imported at  03-10-2023 11:08:26";;;;
"10172";"4355-LZ-VD-CT1113400539 Imported at  03-10-2023 11:08:28";;;"2050-TTMCP-01390";"RLPP-TCPTM-00213"
"10173";"4355-LZ-VD-CT1113400087 Imported at  03-10-2023 11:08:29";;;;
"10174";"4355-LZ-VD-CT1113400538 Imported at  03-10-2023 11:08:31";;;"2050-TTMCP-01396";"RLPP-TCPTM-00222"
"10175";"4355-LZ-VD-CM1113400085 Imported at  03-10-2023 11:08:33";;;;
"10176";"4355-LZ-VD-CT1113400535 Imported at  03-10-2023 11:08:35";;;"2050-TTMCP-01396";"RLPP-TCPTM-00222"
"10177";"4355-LZ-VD-CT1113400544 Imported at  03-10-2023 11:08:37";;;;
"10178";"4355-LZ-VD-CT1113400543 Imported at  03-10-2023 11:08:38";;;;
"10179";"4355-LZ-VD-CT1113400540 Imported at  03-10-2023 11:08:40";;;"2050-TTMCP-01390";"RLPP-TCPTM-00213"
"10180";"4355-LZ-VD-CM1113400086 Imported at  03-10-2023 11:08:41";;;;
"10181";"4355-LZ-VD-CT1113400545 Imported at  03-10-2023 11:08:43";;;"2050-TTMCP-01813";"RLPP-TCPTM-00277"
"10182";"4355-FY-VD-GS138000005";;;;
"10183";"4355-KK-VD-IV1516700006";;;"2122-TTMCP-01935";
"10184";"4355-GG-VD-RD116020052";;;"2122-TTMCP-02404";
"10185";"4355-GG-VD-RD116020053";;;"2122-TTMCP-02404";
"10186";"4355-FY-VD-GS138000008";;;"2122-TTMCP-02177";"RLPP-TCPTM-00283"
"10187";"4355-LZ-VD-CT1113400010";;;"2050-TTMCP-01452";
"10188";"4355-FY-VD-GS138000004";;;"2122-TTMCP-02177";"RLPP-TCPTM-00283"
"10189";"4355-FY-VD-GS138000006";;;"2122-TTMCP-02177";"RLPP-TCPTM-00282"
"10190";"4355-CD-VD-SC136220004";;;;
"10192";"4355-AI-VD-AE1455550I10IR003IA01";;;;
"10193";"4355-AI-VD-AE1455550I10IR003IA07";;;;
"10194";"4355-AI-VD-AE1455550I10IR003IA05";;;;
"10195";"4355-AI-VD-AE1455550I10IR003IA02";;;;
"10196";"4355-AI-VD-AE1455550I10IR003IA03";;;;
"10197";"4355-AI-VD-AE1455550I10IR003IA08";;;;
"10198";"4355-AI-VD-AE1455550I10IR003IA04";;;;
"10199";"4355-AI-VD-AE1455550I10IR003IA14";;;;
"10200";"4355-FY-VD-GS138000009";;;"2122-TTMCP-02179";"RLPP-TCPTM-00283"
"10201";"4355-AI-VD-AE1455550I10IR003IA10";;;;
"10202";"4355-AI-VD-AE1455550I10IR003IA12";;;;
"10203";"4355-AI-VD-AE1455550I10IR003IA13";;;;
"10204";"4355-AI-VD-AE1455550I10IR003IA06";;;;
"10205";"4355-AI-VD-AE1455550I10IR003IA09";;;;
"10206";"4355-AI-VD-AE1455550I10IR003IA15";;;;
"10207";"4355-AI-VD-AE1455550I10IR003IA11";;;;
"10208";"4355-AI-VD-AE1455550I10IR003IA16";;;;
"10209";"4355-FY-VD-GS138000010";;;"2122-TTMCP-02179";"RLPP-TCPTM-00283"
"10210";"4355-FY-VD-LG138000001";;;"2122-TTMCP-02511";
"10211";"4355-GP-VD-RD094540101";;;;
"10212";"4355-FY-VD-LG138000002";;;"2122-TTMCP-02511";
"10213";"4355-FY-VD-GS138000007";;;;
"10214";"4355-FY-VD-GS138000011";;;"2122-TTMCP-02179";"RLPP-TCPTM-00283"
"10215";"4355-FY-VD-GS138000012";;;;
"10216";"4355-AI-VD-AM1455550I10IR001IA02";;;;
"10217";"4355-FY-VD-GS138000015";;;"2122-TTMCP-02179";"RLPP-TCPTM-00283"
"10218";"4355-AI-VD-AE1455550I10IR001IA01";;;;
"10219";"4355-AI-VD-AE1455550I10IR001IA02";;;;
"10220";"4355-AI-VD-AE1455550I10IR001IA03";;;;
"10221";"4355-AI-VD-AE1455550I10IR001IA04";;;;
"10222";"4355-AI-VD-AE1455550I10IR001IA07";;;;
"10223";"4355-AI-VD-AE1455550I10IR001IA05";;;;
"10224";"4355-AI-VD-AE1455550I10IR001IA06";;;;
"10225";"4355-AI-VD-AE1455550I10IR001IA08";;;;
"10226";"4355-AI-VD-AE1455550I10IR001IA10";;;;
"10227";"4355-AI-VD-AE1455550I10IR001IA09";;;;
"10228";"4355-AI-VD-AE1455550I10IR001IA12";;;;
"10229";"4355-AI-VD-AE1455550I10IR001IA11";;;;
"10230";"4355-AI-VD-AE1455550I10IR001IA14";;;;
"10231";"4355-AI-VD-AE1455550I10IR001IA13";;;;
"10232";"4355-AI-VD-AE1455550I10IR001IA15";;;;
"10233";"4355-AI-VD-AM1455550I10IR001IA01";;;;
"10234";"4355-AI-VD-AS1455550I10IR001IA20";;;;
"10235";"4355-CC-VD-QP126490001";;;;
"10236";"4355-CC-VD-QP126490002";;;;
"10237";"4355-FY-VD-ED138000003";;;;
"10238";"4355-GP-VD-IB131110050";;;"2122-TTMCP-01547";"RLPP-TCPTM-00221"
"10239";"4355-XH-VD-FW1408000001";;;"2122-TTMCP-01703";
"10240";"4355-GP-VD-GL131110010";;;"2122-TTMCP-01567";
"10241";"4355-GP-VD-FW094540086";;;;
"10242";"4355-CD-VD-LG136220004";;;;
"10243";"4355-CE-VD-ML135450271";;;;
"10244";"4355-CE-VD-ML135450231";;;;
"10245";"4355-CE-VD-ML135450241";;;;
"10246";"4355-CE-VD-ML135450251";;;;
"10247";"4355-CE-VD-ML135450151";;;;
"10248";"4355-CE-VD-ML135450191";;;;
"10249";"4355-CE-VD-ML135450201";;;;
"10250";"4355-CE-VD-ML135450211";;;;
"10251";"4355-CE-VD-ML135450221";;;;
"10252";"4355-CE-VD-ML135450261";;;;
"10253";"4355-CE-VD-ML135450161";;;;
"10254";"4355-CE-VD-ML135450171";;;;
"10255";"4355-CE-VD-ML135450181";;;;
"10256";"4355-CE-VD-ML135450031";;;;
"10257";"4355-CE-VD-ML135450051";;;;
"10258";"4355-CE-VD-ML135450041";;;;
"10259";"4355-CE-VD-ML135450061";;;;
"10260";"4355-LZ-VD-CT1113400501";;;"2050-TTMCP-01461";
"10261";"4355-LZ-VD-CT1113400502";;;"2050-TTMCP-01461";
"10262";"4355-LZ-VD-CT1113400504";;;"2050-TTMCP-01484";"RLPP-TCPTM-00225"
"10263";"4355-LZ-VD-CT1113400505";;;"2050-TTMCP-01484";"RLPP-TCPTM-00225"
"10264";"4355-LZ-VD-CT1113400506";;;"2050-TTMCP-01484";"RLPP-TCPTM-00225"
"10265";"4355-CE-VD-ML135450001";;;;
"10266";"4355-CE-VD-ML135450011";;;;
"10267";"4355-CE-VD-ML135450021";;;;
"10270";"4355-CR-VD-ML118920001";;;"2122-TTMCP-02368";"RLPP-TCPTM-00285"
"10271";"4355-CR-VD-ML118920101";;;"2122-TTMCP-02368";"RLPP-TCPTM-00285"
"10272";"4355-CR-VD-ML118920201";;;"2122-TTMCP-02368";"RLPP-TCPTM-00285"
"10273";"4355-JK-VD-IS101470002";;;"2050-TTMCP-01601";
"10274";"4355-GP-VD-IS131110061";;;"2122-TTMCP-01742";
"10275";"4355-AI-VD-QC1455500001";;;;
"10276";"4355-GP-VD-IS131100061";;;"2122-TTMCP-01740";
"10277";"4355-CB-VD-LG134910061";;;"50-TTMCP-01038";"RLPP-TCPTM-00253"
"10278";"4355-GG-VD-PP116020018";;;"2122-TTMCP-01783";
"10279";"4355-XH-VD-PD1460100001";;;"2122-TTMCP-01995";
"10280";"4355-XH-VD-DS1457600001";;;"2122-TTMCP-01683";
"10281";"4355-CD-VD-SC136520101";;;;
"10282";"4355-CD-VD-LG136520101";;;;
"10283";"4355-CE-VD-FW135450002";;;;
"10284";"4355-CE-VD-QP135410003";;;;
"10285";"4355-CD-VD-FW136520004";;;"2122-TTMCP-02261";
"10286";"4355-CD-VD-FW136520011";;;;
"10287";"4355-CD-VD-FW136520021";;;;
"10288";"4355-CD-VD-FW136520031";;;;
"10289";"4355-CD-VD-FW136520071";;;;
"10290";"4355-CD-VD-FW136520101";;;;
"10291";"4355-CD-VD-FW136520091";;;;
"10293";"4355-LZ-VD-CM1113400045";;;"2050-TTMCP-01362";
"10294";"4355-CB-VD-QP134910001";;;;
"10295";"4355-CB-VD-QP134910003";;;;
"10296";"4355-CC-VD-QP126640004";;;;
"10297";"4355-CC-VD-QP126640001";;;"2050-TTMCP-01647";"RLPP-TCPTM-00236"
"10298";"4355-CC-VD-QP126640005";;;;
"10299";"4355-CD-VD-GP145620001 Imported at  04-10-2023 11:42:48";;;;
"10300";"4355-CD-VD-PS145620001 Imported at  04-10-2023 11:42:49";;;;
"10301";"4355-CD-VD-PL145620001 Imported at  04-10-2023 11:42:50";;;"2050-TTMCP-01707";"RLPP-TCPTM-00275"
"10302";"4355-CD-VD-GP145620002 Imported at  04-10-2023 11:42:52";;;;
"10303";"4355-CD-VD-PP145620001 Imported at  04-10-2023 11:42:53";;;;
"10304";"4355-CD-VD-FW145620001 Imported at  04-10-2023 11:42:55";;;"2050-TTMCP-01801";
"10305";"4355-CD-VD-GP145620003 Imported at  04-10-2023 11:42:58";;;;
"10306";"4355-CD-VD-DS145620001 Imported at  04-10-2023 11:42:59";;;;
"10307";"4355-CD-VD-FW145620003 Imported at  04-10-2023 11:43:02";;;"2050-TTMCP-01801";
"10308";"4355-CD-VD-FW145620002 Imported at  04-10-2023 11:43:03";;;;
"10309";"4355-CD-VD-FP145620001 Imported at  04-10-2023 11:43:04";;;"2050-TTMCP-01802";
"10310";"4355-CD-VD-DS145620002 Imported at  04-10-2023 11:43:06";;;;
"10311";"4355-CD-VD-QP145620003 Imported at  04-10-2023 11:43:07";;;"2050-TTMCP-01803";"RLPP-TCPTM-00282"
"10312";"4355-CD-VD-QP145620002 Imported at  04-10-2023 11:43:08";;;"2050-TTMCP-01803";"RLPP-TCPTM-00282"
"10313";"4355-CD-VD-QP145620004 Imported at  04-10-2023 11:43:10";;;"2050-TTMCP-01803";"RLPP-TCPTM-00280"
"10314";"4355-CD-VD-QP145620005 Imported at  04-10-2023 11:43:12";;;;
"10315";"4355-CD-VD-SC145620001 Imported at  04-10-2023 11:43:13";;;"2122-TTMCP-02015";
"10316";"4355-CD-VD-DI145620002 Imported at  04-10-2023 11:43:15";;;;
"10317";"4355-CD-VD-SC145620002 Imported at  04-10-2023 11:43:17";;;;
"10318";"4355-CD-VD-QP145620001 Imported at  04-10-2023 11:43:19";;;"2050-TTMCP-01803";"RLPP-TCPTM-00282"
"10319";"4355-CD-VD-SD145620003 Imported at  04-10-2023 11:43:21";;;;
"10320";"4355-CD-VD-SD145620004 Imported at  04-10-2023 11:43:23";;;;
"10321";"4355-CD-VD-SD145620002 Imported at  04-10-2023 11:43:24";;;"2122-TTMCP-01803";
"10322";"4355-CD-VD-LG145620001 Imported at  04-10-2023 11:43:25";;;"2122-TTMCP-02016";"RLPP-TCPTM-00278"
"10323";"4355-CD-VD-QC145620001 Imported at  04-10-2023 11:43:27";;;"2122-TTMCP-02011";"RLPP-TCPTM-00238"
"10324";"4355-CD-VD-DI145620001 Imported at  04-10-2023 11:43:28";;;;
"10325";"4355-CD-VD-DL145620001 Imported at  04-10-2023 11:43:29";;;;
"10326";"4355-CD-VD-DT145620001 Imported at  04-10-2023 11:43:31";;;;
"10327";"4355-CD-VD-GS145620001 Imported at  04-10-2023 11:43:36";;;;
"10328";"4355-CD-VD-MB145620001 Imported at  04-10-2023 11:43:37";;;;
"10329";"4355-CD-VD-OM145620001 Imported at  04-10-2023 11:43:39";;;;
"10330";"4355-CD-VD-OL145620001 Imported at  04-10-2023 11:43:41";;;;
"10331";"4355-CD-VD-SD145620001 Imported at  04-10-2023 11:43:42";;;"2122-TTMCP-01803";
"10332";"4355-CD-VD-DB145620001 Imported at  04-10-2023 11:43:44";;;;
"10333";"4355-CD-VD-OM145620011 Imported at  04-10-2023 11:43:45";;;;
"10334";"4355-CD-VD-DB145620011 Imported at  04-10-2023 11:43:47";;;;
"10335";"4355-CD-VD-DL145620011 Imported at  04-10-2023 11:43:48";;;;
"10336";"4355-CD-VD-FW145620004 Imported at  04-10-2023 11:43:49";;;"2122-TTMCP-01725";
"10337";"4355-CD-VD-DB145620021 Imported at  04-10-2023 11:43:51";;;;
"10338";"4355-CD-VD-ML145620021 Imported at  04-10-2023 11:43:52";;;;
"10339";"4355-CD-VD-ML145620011 Imported at  04-10-2023 11:43:54";;;;
"10340";"4355-CD-VD-ML145620001 Imported at  04-10-2023 11:43:55";;;;
"10341";"4355-CD-VD-ML145620031 Imported at  04-10-2023 11:43:57";;;;
"10342";"4355-CD-VD-MB145620011 Imported at  04-10-2023 11:43:58";;;;
"10343";"4355-CD-VD-OL145620031 Imported at  04-10-2023 11:44:00";;;;
"10344";"4355-CD-VD-OL145620011 Imported at  04-10-2023 11:44:02";;;;
"10345";"4355-CD-VD-OL145620021 Imported at  04-10-2023 11:44:03";;;;
"10346";"4355-CD-VD-OL145620041 Imported at  04-10-2023 11:44:05";;;;
"10347";"4355-CD-VD-DL145620041 Imported at  04-10-2023 11:44:06";;;;
"10348";"4355-CD-VD-OM145620021 Imported at  04-10-2023 11:44:08";;;;
"10349";"4355-CD-VD-DL145620021 Imported at  04-10-2023 11:44:10";;;;
"10350";"4355-CD-VD-MB145620041 Imported at  04-10-2023 11:44:11";;;;
"10351";"4355-CD-VD-MB145620021 Imported at  04-10-2023 11:44:13";;;;
"10352";"4355-CD-VD-OM145620051 Imported at  04-10-2023 11:44:15";;;;
"10353";"4355-CD-VD-DL145620031 Imported at  04-10-2023 11:44:17";;;;
"10354";"4355-CD-VD-DL145620051 Imported at  04-10-2023 11:44:18";;;;
"10355";"4355-CD-VD-DB145620031 Imported at  04-10-2023 11:44:20";;;;
"10356";"4355-CD-VD-OM145620031 Imported at  04-10-2023 11:44:21";;;;
"10357";"4355-CD-VD-MB145620051 Imported at  04-10-2023 11:44:23";;;;
"10358";"4355-CD-VD-MB145620031 Imported at  04-10-2023 11:44:24";;;;
"10359";"4355-CD-VD-ML145620041 Imported at  04-10-2023 11:44:25";;;;
"10360";"4355-CD-VD-DB145620041 Imported at  04-10-2023 11:44:27";;;;
"10361";"4355-CD-VD-OM145620041 Imported at  04-10-2023 11:44:28";;;;
"10362";"4355-CD-VD-OL145620051 Imported at  04-10-2023 11:44:30";;;;
"10363";"4355-CD-VD-ML145620051 Imported at  04-10-2023 11:44:31";;;;
"10364";"4355-CD-VD-DB145620051 Imported at  04-10-2023 11:44:35";;;;
"10365";"4355-CD-VD-SC145620261 Imported at  04-10-2023 11:42:53";;;"2122-TTMCP-01766";
"10366";"4355-CD-VD-SD145620262 Imported at  04-10-2023 11:42:55";;;"2122-TTMCP-01837";
"10367";"4355-CD-VD-LG145620261 Imported at  04-10-2023 11:42:57";;;;
"10368";"4355-CD-VD-SC145620262 Imported at  04-10-2023 11:43:00";;;;
"10369";"4355-CD-VD-SD145620261 Imported at  04-10-2023 11:43:02";;;"2122-TTMCP-01837";
"10370";"4355-CD-VD-SD145620263 Imported at  04-10-2023 11:43:04";;;;
"10371";"4355-CD-VD-SD145620264 Imported at  04-10-2023 11:43:06";;;;
"10372";"4355-CD-VD-DT145620261 Imported at  04-10-2023 11:43:08";;;;
"10373";"4355-CD-VD-GS145620261 Imported at  04-10-2023 11:43:10";;;;
"10374";"4355-CD-VD-QC145620261 Imported at  04-10-2023 11:43:11";;;"2122-TTMCP-02011";"RLPP-TCPTM-00236"
"10375";"4355-CD-VD-OL145620431 Imported at  04-10-2023 11:43:13";;;;
"10376";"4355-CD-VD-DL145620431 Imported at  04-10-2023 11:43:15";;;;
"10377";"4355-CD-VD-FW145620261 Imported at  04-10-2023 11:43:19";;;"2122-TTMCP-01731";
"10378";"4355-CD-VD-DB145620431 Imported at  04-10-2023 11:43:20";;;;
"10379";"4355-CD-VD-SC145620271 Imported at  04-10-2023 11:43:23";;;"2122-TTMCP-01766";
"10380";"4355-CD-VD-OM145620431 Imported at  04-10-2023 11:43:25";;;;
"10381";"4355-CD-VD-ML145620431 Imported at  04-10-2023 11:43:26";;;;
"10382";"4355-CD-VD-SD145620271 Imported at  04-10-2023 11:43:29";;;"2122-TTMCP-01837";
"10383";"4355-CD-VD-MB145620431 Imported at  04-10-2023 11:43:31";;;;
"10384";"4355-CD-VD-SD145620272 Imported at  04-10-2023 11:43:33";;;"2122-TTMCP-01837";
"10385";"4355-CD-VD-SD145620273 Imported at  04-10-2023 11:43:34";;;;
"10386";"4355-CD-VD-LG145620271 Imported at  04-10-2023 11:43:36";;;;
"10387";"4355-CD-VD-FW145620271 Imported at  04-10-2023 11:43:38";;;"2122-TTMCP-01731";
"10388";"4355-CD-VD-SD145620274 Imported at  04-10-2023 11:43:41";;;;
"10389";"4355-CD-VD-QC145620271 Imported at  04-10-2023 11:43:42";;;"2122-TTMCP-02011";"RLPP-TCPTM-00237"
"10390";"4355-CD-VD-DT145620271 Imported at  04-10-2023 11:43:44";;;;
"10391";"4355-CD-VD-ML145620441 Imported at  04-10-2023 11:43:45";;;;
"10392";"4355-CD-VD-GS145620271 Imported at  04-10-2023 11:43:47";;;;
"10393";"4355-CD-VD-DL145620441 Imported at  04-10-2023 11:43:48";;;;
"10394";"4355-CD-VD-OM145620441 Imported at  04-10-2023 11:43:50";;;;
"10395";"4355-CD-VD-OL145620441 Imported at  04-10-2023 11:43:52";;;;
"10396";"4355-CD-VD-LG145620281 Imported at  04-10-2023 11:43:55";;;"50-TTMCP-01005";"RLPP-TCPTM-00233"
"10397";"4355-CD-VD-DB145620441 Imported at  04-10-2023 11:43:56";;;;
"10398";"4355-CD-VD-MB145620441 Imported at  04-10-2023 11:43:57";;;;
"10399";"4355-CD-VD-SD145620285 Imported at  04-10-2023 11:43:59";;;;
"10400";"4355-CD-VD-SD145620282 Imported at  04-10-2023 11:44:00";;;"50-TTMCP-01046";
"10401";"4355-CD-VD-SD145620283 Imported at  04-10-2023 11:44:02";;;;
"10402";"4355-CD-VD-SD145620281 Imported at  04-10-2023 11:44:04";;;"50-TTMCP-01046";
"10403";"4355-CD-VD-SC145620281 Imported at  04-10-2023 11:44:05";;;"50-TTMCP-01013";
"10404";"4355-CD-VD-FW145620281 Imported at  04-10-2023 11:44:07";;;"50-TTMCP-00998";
"10405";"4355-CD-VD-DL145620451 Imported at  04-10-2023 11:44:08";;;;
"10406";"4355-CD-VD-GS145620281 Imported at  04-10-2023 11:44:10";;;;
"10407";"4355-CD-VD-DT145620281 Imported at  04-10-2023 11:44:12";;;;
"10408";"4355-CD-VD-ML145620451 Imported at  04-10-2023 11:44:14";;;;
"10409";"4355-CD-VD-MB145620451 Imported at  04-10-2023 11:44:16";;;;
"10410";"4355-CD-VD-DB145620451 Imported at  04-10-2023 11:44:17";;;;
